age_clean,sex_clean,White,Asian,Mixed_race,Hispanic,Black_hispanic,Black,Native_american
00_05,Male,1.414697027040543,0.3791777375842545,0.14467781264707458,1.1324479115427746,0.07318562883945828,0.5626359380719567,0.004732707083124363
00_05,Female,1.3289769252967762,0.3497783399640066,0.13597718010810933,1.0830201742937329,0.07254996618820968,0.5518694019164335,0.0068880007600141575
06_18,Male,3.359114585493076,0.7652782387297633,0.2089492660256638,2.187320149060905,0.1453581703284891,1.3182451519424931,0.012072624259260575
06_18,Female,3.1840441523331773,0.7507821506126173,0.20436057626196294,2.099936398972074,0.1355004331196729,1.2793207467824421,0.01163560618652716
19_64,Male,14.17924008218522,3.4806751353154453,0.3989130764597384,7.151343877751742,0.38239577975620054,4.588396762947542,0.039838170221221034
19_64,Female,14.30744032704446,3.8583282757595954,0.4541710320882009,7.109062379214786,0.46880617141030745,5.433440732180079,0.042668855465062466
65_+,Male,3.920067010762116,0.5610716120161496,0.03957496615468841,0.7796700384431887,0.056131991773929364,0.7442467439794677,0.00769251130300067
65_+,Female,5.2142016769873285,0.6704006219164464,0.061177564068215146,1.1646134349188466,0.08260634797554109,1.252647746002315,0.01280760919976677
